Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
ZM40672,Oregon,6743.126791,Basic,0,Suburban,61,2,76,292.8,Two-Door Car,54.24410251
VF21523,Nevada,2883.165412,Basic,37741,Suburban,74,3,59,355.2,Two-Door Car,59.94086351
OM50417,Arizona,29973.41592,Extended,48471,Rural,83,5,20,208.904212,Four-Door Car,27.07248542
SO54368,Oregon,4686.469674,Basic,58089,Suburban,118,31,83,566.4,SUV,47.8310864
XZ62430,Arizona,6057.07208,Extended,27681,Suburban,83,13,62,398.4,Two-Door Car,53.66711516
RZ51338,Arizona,6895.309989,Basic,28992,Suburban,74,3,90,355.2,Four-Door Car,48.62605683
NV13794,Nevada,9549.113813,Basic,55986,Urban,119,3,60,388.506303,SUV,48.21376631
JB23570,California,10593.59462,Extended,94042,Suburban,132,13,67,633.6,SUV,57.73669855
MH24522,California,7735.465528,Basic,0,Suburban,101,11,34,563.284331,Sports Car,63.51057657
TD78032,Washington,2306.427813,Basic,0,Suburban,67,19,70,482.4,Four-Door Car,54.83548818
WW41496,Nevada,31234.89323,Extended,70164,Urban,88,34,3,375.401079,Two-Door Car,40.07377459
IF32545,Nevada,5096.673223,Basic,22886,Suburban,65,9,81,312,Four-Door Car,53.69945574
HF72557,Washington,3226.790317,Extended,19948,Suburban,89,17,84,427.2,Four-Door Car,62.58374263
MD41042,Arizona,5896.536531,Basic,39293,Urban,74,17,48,352.740946,Two-Door Car,61.76029138
UP31333,Washington,13869.92705,Basic,28432,Suburban,118,1,59,612.300581,SUV,62.14305508
UC35517,Oregon,18532.40504,Basic,0,Suburban,70,1,30,504,Four-Door Car,65.54008141
HS89788,Arizona,7716.439345,Basic,0,Suburban,107,2,93,1166.754216,Sports Car,45.19612763
SG82836,Oregon,6439.779016,Extended,47412,Suburban,81,10,39,421.824276,Two-Door Car,65.54688705
VM50666,California,9718.463569,Basic,0,Suburban,65,12,46,312,Four-Door Car,44.76427504
MD70513,Washington,12759.27844,Basic,68351,Suburban,107,16,90,725.339771,SUV,64.98539574
YX96463,Oregon,5926.980962,Basic,58733,Suburban,74,26,42,355.2,Four-Door Car,48.583058
LH38387,Nevada,11389.94398,Extended,58187,Rural,95,18,39,76.73348,Two-Door Car,40.06262807
BY59578,California,3497.483075,Extended,63189,Suburban,88,16,95,569.124597,Four-Door Car,33.48254936
RN12107,Oregon,9476.901955,Premium,0,Suburban,254,23,55,1828.8,Luxury Car,44.18081871
MZ84108,Arizona,9853.773193,Extended,44006,Urban,130,18,26,494.664784,Sports Car,58.15585651
JG68387,Nevada,8099.40027,Basic,60932,Suburban,101,7,35,484.8,SUV,41.52849357
AQ94108,Oregon,8507.832473,Basic,56704,Rural,71,33,50,84.715044,Four-Door Car,47.0637506
NE85389,Oregon,23903.68234,Basic,0,Suburban,74,12,72,355.2,Four-Door Car,39.79198709
JQ35849,California,5360.557066,Basic,24254,Suburban,68,11,84,326.4,Four-Door Car,52.27758912
QU93024,California,29706.78459,Extended,0,Suburban,128,15,37,1345.317161,SUV,50.51753182
EQ90867,Oregon,5431.213625,Basic,57125,Suburban,68,13,99,326.4,Four-Door Car,62.47225799
PG67485,Nevada,9048.983447,Basic,0,Suburban,119,9,8,571.2,Sports Car,48.99242362
OX62244,California,4359.74197,Basic,0,Suburban,64,17,84,307.2,Four-Door Car,54.78800621
MW98508,Oregon,2889.087654,Basic,72075,Rural,73,32,1,22.569825,Four-Door Car,55.18647231
MM50888,Arizona,3056.217296,Extended,34317,Urban,78,6,32,263.592181,Two-Door Car,46.14542619
QZ19741,Oregon,13815.7802,Premium,96745,Suburban,179,14,25,859.2,SUV,51.83509342
ET10831,Oregon,5116.727579,Basic,95427,Suburban,65,2,85,442.808018,Four-Door Car,45.23190369
OL72669,Arizona,10033.28281,Premium,0,Suburban,146,5,84,1404.845849,SUV,50.11509184
BM46418,Nevada,2772.835753,Basic,30606,Urban,71,11,7,253.04739,Two-Door Car,29.48808982
VD78722,Oregon,2647.519741,Basic,37876,Urban,69,13,15,300.056383,Four-Door Car,42.82843291
FL69981,California,4038.864803,Basic,0,Suburban,110,17,59,528,SUV,50.81825131
EG10175,California,7781.89849,Extended,57474,Urban,97,21,44,280.037716,Two-Door Car,48.81610501
WS60888,California,16473.16905,Basic,22828,Suburban,106,11,54,508.8,SUV,42.50989222
LM58227,Oregon,5285.314179,Basic,65096,Suburban,67,3,81,321.6,Four-Door Car,56.70930705
IK49861,Oregon,3107.588649,Extended,0,Rural,88,1,66,87.135752,Two-Door Car,52.6983235
RM87465,Arizona,5780.182197,Basic,51066,Suburban,74,23,0,787.993313,Four-Door Car,61.47860025
BY75330,California,26939.51419,Basic,96866,Urban,113,26,88,377.385724,SUV,36.82747488
CF41619,Nevada,2329.459058,Basic,20934,Suburban,61,14,35,292.8,Four-Door Car,51.63889749
ZZ54454,Nevada,4589.940596,Premium,32510,Suburban,119,29,38,571.2,Two-Door Car,52.3007622
CU84967,California,4428.031583,Basic,58577,Urban,110,6,62,303.872752,SUV,66.88942762
UR56056,Oregon,10881.77039,Extended,73268,Rural,137,30,35,41.139806,SUV,42.34928433
VN30344,California,5412.696604,Extended,0,Suburban,80,8,44,576,Four-Door Car,41.45464625
YE67531,Oregon,8382.630118,Basic,19683,Suburban,117,17,41,561.6,Sports Car,52.79670159
EW67348,Nevada,4834.710493,Basic,38713,Suburban,66,31,69,316.8,Four-Door Car,47.75803699
PD69398,Washington,21710.27538,Extended,62370,Rural,94,4,10,32.00761,Four-Door Car,23.05205904
YT43943,California,2430.870824,Basic,28476,Suburban,62,3,76,297.6,Four-Door Car,57.68435153
ON74557,California,14651.6153,Extended,74915,Urban,122,13,17,393.151377,SUV,37.78155165
JL52508,Oregon,5073.282126,Extended,57709,Suburban,125,10,26,600,SUV,27.93461131
UI62725,Oregon,5520.476175,Basic,94676,Suburban,69,27,14,331.2,Four-Door Car,53.25773566
LO75919,Arizona,6008.184526,Extended,43543,Urban,76,11,62,339.255348,Two-Door Car,27.30326403
SM62247,Nevada,24543.19862,Extended,68297,Suburban,212,6,42,1272.487601,Luxury Car,49.66803622
AF20716,Oregon,2429.374554,Basic,74241,Rural,61,21,57,138.588291,Two-Door Car,43.51858964
LQ22609,Arizona,3452.029549,Extended,61385,Rural,86,25,35,199.299449,Four-Door Car,68.95572142
ZP80265,Oregon,4109.310394,Basic,0,Suburban,62,0,23,446.4,Two-Door Car,36.3930663
BO87401,Nevada,8714.922135,Basic,0,Suburban,118,14,64,566.4,SUV,42.04884868
SX20211,Oregon,8110.305608,Premium,52548,Suburban,101,10,1,587.504777,Four-Door Car,45.4905672
EK61334,California,3669.83263,Extended,0,Urban,95,22,17,429.657692,Four-Door Car,42.25200168
QJ49871,Oregon,3893.305281,Basic,26605,Suburban,100,33,13,933.330936,SUV,48.88106938
OO65445,Oregon,2496.476385,Basic,0,Urban,67,25,32,181.335364,Four-Door Car,50.33431785
WP55297,Washington,4629.970602,Basic,0,Suburban,70,23,32,754.945216,Four-Door Car,42.27304603
WY12393,Washington,17684.65456,Basic,82667,Suburban,64,5,65,307.2,Two-Door Car,36.79738527
JF32940,Oregon,15663.65604,Extended,31789,Rural,130,11,65,316.418786,SUV,63.69967007
WX84274,Oregon,4940.124252,Basic,0,Suburban,71,10,85,551.569883,Four-Door Car,46.23822863
CW85845,California,2754.461855,Basic,25151,Urban,69,22,19,318.040989,Four-Door Car,63.74595518
IO57824,Arizona,2953.797658,Extended,0,Urban,87,25,6,414.190987,Four-Door Car,37.22543972
AX86552,California,6198.793072,Extended,24053,Suburban,87,33,53,624.532492,Four-Door Car,71.8050737
LM84078,Oregon,12176.00621,Basic,0,Suburban,117,5,3,1373.258272,SUV,36.61754074
GG87344,Oregon,4035.009284,Basic,55407,Urban,101,30,68,275.341953,SUV,51.81821809
LA35379,Oregon,2954.387586,Basic,62461,Rural,73,15,7,129.267408,Four-Door Car,57.68690727
EZ43738,California,5204.64616,Basic,29406,Suburban,68,33,79,326.4,Four-Door Car,36.21878279
DF49110,Oregon,8100.243093,Basic,89420,Urban,67,3,83,212.455137,Four-Door Car,64.30182421
IL32727,California,4443.631711,Extended,0,Suburban,121,7,69,644.269611,SUV,39.84226626
QV55524,Washington,7503.367741,Extended,52464,Suburban,95,9,15,515.930856,Four-Door Car,48.03914699
EB55390,Oregon,2548.509175,Basic,43731,Urban,64,35,12,162.461078,Four-Door Car,47.32790285
KB54415,Arizona,2473.368225,Basic,13449,Suburban,68,28,13,326.4,Four-Door Car,53.94784671
PG14554,Arizona,32777.30467,Basic,0,Suburban,115,3,22,552,SUV,58.27371618
QI63521,Nevada,19228.46362,Basic,0,Suburban,187,14,32,897.6,Luxury SUV,52.05374611
DC85335,Oregon,4538.117454,Basic,49821,Suburban,61,26,48,333.308611,Four-Door Car,40.38483273
SR26762,California,7663.514373,Basic,34837,Rural,63,32,27,72.828431,Four-Door Car,31.46986238
UH86550,Oregon,4177.288153,Premium,44222,Urban,104,19,3,413.196371,Four-Door Car,42.93737542
ON72594,California,11776.00378,Extended,58881,Urban,97,8,51,354.885018,Four-Door Car,45.49121255
LE28486,Oregon,3996.772165,Basic,46210,Rural,100,2,44,46.315771,SUV,31.82385222
EJ86526,Oregon,5490.775023,Basic,49480,Rural,70,17,57,72.686545,Four-Door Car,43.69470425
DQ92905,Arizona,12989.81806,Basic,0,Suburban,65,16,3,312,Four-Door Car,59.25734207
JL25091,California,4599.759229,Premium,79284,Rural,117,9,59,156.452827,Four-Door Car,56.74912225
HP42153,Washington,2351.878675,Basic,12928,Suburban,64,12,74,307.2,Four-Door Car,35.60046444
OQ27893,Oregon,2903.242245,Basic,20510,Suburban,74,32,63,355.2,Two-Door Car,41.33557097
PB31909,California,3807.528493,Premium,0,Suburban,115,16,89,828,Four-Door Car,50.34743359
AL43715,Nevada,8310.704732,Premium,67541,Rural,104,10,45,203.886869,Four-Door Car,53.48438625
YA70612,Oregon,8962.795984,Basic,97924,Suburban,74,4,26,355.2,Two-Door Car,35.96541884
LO37570,Arizona,12157.5413,Extended,40432,Suburban,77,21,66,369.6,Four-Door Car,66.25439081
XC83045,Nevada,16460.07754,Extended,16869,Suburban,222,28,57,1065.6,Luxury SUV,48.99681747
NC47038,Arizona,8788.532018,Basic,91171,Suburban,110,3,64,771.39748,SUV,42.6381412
DS31990,Oregon,5093.479191,Basic,0,Rural,71,12,55,150.878447,Two-Door Car,43.8519566
CR99369,Arizona,5377.90796,Basic,34528,Urban,69,22,0,183.602763,Four-Door Car,61.69412935
RE68901,Washington,5635.746396,Basic,20303,Suburban,71,24,84,340.8,Four-Door Car,47.25455877
VQ97965,Oregon,3514.212939,Extended,73643,Rural,89,2,2,147.486454,Four-Door Car,46.33937062
ZK83518,California,4386.277558,Basic,10621,Suburban,67,28,22,321.6,Four-Door Car,44.602523
EJ77557,California,7294.5816,Extended,76407,Suburban,91,22,85,436.8,Four-Door Car,55.95509253
QJ62033,Arizona,2415.063816,Basic,0,Suburban,71,20,4,511.2,Four-Door Car,65.3223088
OH23652,Oregon,4693.751128,Extended,26607,Suburban,122,3,73,585.6,SUV,56.01081822
NE51159,Oregon,7481.825592,Extended,61783,Suburban,94,17,20,658.125874,Four-Door Car,47.43817888
GU56606,Nevada,5953.352957,Extended,20283,Suburban,77,7,17,369.6,Two-Door Car,51.98455914
HR28499,California,3890.964154,Extended,43578,Rural,98,5,46,105.662175,Two-Door Car,51.94935102
VK92827,California,5352.218989,Basic,93606,Suburban,67,23,44,321.6,Four-Door Car,44.31262965
DZ85842,California,8105.81483,Basic,17920,Suburban,72,14,53,424.375364,Four-Door Car,53.44711888
HX87528,California,3509.968806,Extended,51800,Urban,92,29,12,299.452532,Four-Door Car,53.70911255
FJ57446,Oregon,8434.119038,Basic,27694,Suburban,108,3,3,741.850171,SUV,39.33337997
GU91528,Oregon,4254.620669,Basic,11904,Suburban,61,34,11,292.8,Two-Door Car,47.06430602
LR92373,Nevada,2839.945741,Basic,53444,Urban,72,10,67,315.703929,Four-Door Car,57.90811198
LC90366,Nevada,16473.16905,Basic,22828,Suburban,106,11,54,508.8,SUV,50.39249672
UI36597,Oregon,31706.9251,Extended,50719,Suburban,131,33,79,870.626907,SUV,54.14803325
MD33155,California,2580.849899,Basic,46900,Suburban,66,13,59,316.8,Four-Door Car,40.7210438
MB20764,Oregon,17622.1332,Premium,0,Suburban,252,31,10,1814.4,Luxury SUV,13.69026032
JA76884,California,14435.67365,Premium,60880,Rural,119,25,89,109.906628,Two-Door Car,53.47072186
BQ32117,California,12731.95161,Basic,40870,Suburban,105,3,56,504,SUV,60.24684638
ZM45168,Oregon,2398.354197,Basic,14321,Suburban,65,20,72,423.823547,Four-Door Car,57.91783618
BE25221,Arizona,6182.618843,Extended,20072,Suburban,82,35,51,473.266879,Four-Door Car,49.21577356
II92123,Oregon,9431.376818,Extended,77365,Rural,79,4,35,2.823303,Two-Door Car,59.30407537
PN35535,California,4651.28429,Basic,98475,Suburban,115,8,22,552,SUV,52.45534561
EI17022,Washington,12168.74492,Basic,14973,Suburban,115,2,75,828,SUV,60.92489862
OH41318,Washington,26122.12998,Extended,83385,Suburban,131,26,77,704.337157,SUV,44.30971145
ER52041,California,3237.305187,Extended,0,Suburban,90,19,91,659.435886,Four-Door Car,37.56656423
PY57181,Oregon,9416.474669,Extended,0,Suburban,86,9,83,412.8,Four-Door Car,60.24133904
CY12922,Arizona,2506.360995,Basic,0,Suburban,73,8,19,525.6,Four-Door Car,55.82209544
YV85096,Oregon,5272.005079,Basic,98110,Urban,65,3,77,176.287711,Four-Door Car,33.31384571
DG34434,California,5246.278375,Basic,28909,Suburban,66,15,66,456.702735,Two-Door Car,49.7123843
DL14445,California,10611.56172,Extended,0,Suburban,96,29,5,949.953253,Four-Door Car,56.20382999
QL80621,Oregon,2249.874803,Basic,0,Suburban,62,6,2,297.6,Four-Door Car,45.1471821
NY57065,California,2816.756002,Basic,42937,Urban,71,14,9,251.779842,Two-Door Car,39.21557736
EO17010,California,4751.280948,Basic,30887,Urban,119,15,18,444.167713,SUV,45.72856223
LC47479,Oregon,28622.31443,Extended,35442,Suburban,239,10,20,1147.2,Luxury Car,50.66425594
GB92679,Nevada,8421.516848,Premium,95139,Rural,103,25,27,34.023132,Four-Door Car,51.91678078
VQ78876,Oregon,4660.399573,Basic,89834,Rural,116,24,11,43.15595,SUV,60.11617623
YQ24856,California,6843.848971,Basic,0,Suburban,66,18,21,478.509797,Two-Door Car,56.4661815
XV11038,California,9223.987144,Extended,18814,Suburban,122,20,94,585.6,Sports Car,55.94139293
MG88768,California,4938.72766,Basic,82733,Rural,62,5,12,72.101019,Four-Door Car,53.38336955
RN36393,California,15114.40241,Basic,28513,Suburban,100,4,22,480,SUV,59.86433957
BU59722,Washington,5037.953998,Basic,0,Suburban,68,28,23,326.4,Four-Door Car,60.50837466
JD86991,Oregon,5097.318657,Basic,67233,Urban,63,10,26,246.693624,Two-Door Car,54.86412105
QM60216,Oregon,8906.991433,Extended,58718,Suburban,226,11,0,1084.8,Luxury Car,53.65410488
NJ43658,California,22721.47396,Basic,21724,Suburban,198,4,51,1505.230405,Luxury SUV,44.15625006
GL34504,California,9095.15235,Premium,65103,Suburban,115,29,41,552,Four-Door Car,55.62240215
YX51934,California,4898.957331,Basic,55071,Urban,61,10,14,231.516063,Four-Door Car,36.16571595
FO83170,California,2916.380797,Basic,85817,Rural,72,0,31,154.987759,Four-Door Car,47.29080791
JW33458,California,5729.855012,Basic,92254,Urban,70,7,94,245.593225,Four-Door Car,52.43759499
JP10227,California,12280.76661,Premium,88340,Suburban,102,16,1,489.6,Two-Door Car,56.83970768
HX90683,California,2472.469209,Basic,63860,Urban,62,26,81,208.598246,Four-Door Car,51.55395168
UC19334,California,4698.345864,Extended,26411,Suburban,126,25,9,604.8,SUV,44.08547478
ED61615,California,7950.178237,Basic,26189,Suburban,69,6,42,331.2,Four-Door Car,58.93753037
CB78049,California,3299.339339,Extended,66114,Rural,92,12,6,178.842061,Four-Door Car,60.80810485
OS70004,California,7506.779365,Premium,49561,Suburban,193,4,35,926.4,SUV,57.48110496
SM67119,California,7123.694599,Basic,16139,Suburban,62,19,69,297.6,Four-Door Car,33.98975242
RO77709,California,8008.095994,Basic,63775,Urban,100,29,3,462.753151,SUV,54.41079474
QT27514,California,5318.89664,Basic,25134,Suburban,67,3,0,321.6,Four-Door Car,44.63706359
ZT53375,California,5483.89085,Basic,87777,Urban,68,16,1,257.708912,Two-Door Car,42.0771158
LB35863,California,7244.497284,Basic,0,Suburban,103,1,51,494.4,SUV,53.16536879
JL95389,California,15558.44195,Basic,62922,Suburban,194,26,80,1121.633645,Luxury Car,59.61491836
MF30956,California,8945.689398,Basic,83761,Rural,112,16,70,270.227547,SUV,48.80583124
FD36230,California,8441.667084,Basic,50801,Rural,72,25,21,43.419028,Four-Door Car,50.95718291
OE75629,California,2798.834343,Basic,48675,Suburban,71,26,62,340.8,Four-Door Car,37.04514099
VV97308,California,7522.900704,Basic,55916,Suburban,63,23,41,302.4,Four-Door Car,62.07170515
LU17507,California,39033.08248,Basic,0,Suburban,180,11,65,864,Luxury SUV,53.37362966
TW11115,California,2594.7935,Basic,30064,Urban,65,20,23,296.852419,Two-Door Car,45.37888208
ND42562,California,8991.124186,Extended,0,Suburban,127,29,25,1176.285998,Sports Car,52.66045416
FZ29605,California,2332.095228,Basic,0,Suburban,67,4,99,482.4,Four-Door Car,58.23868704
SC30127,California,9244.351881,Extended,12081,Suburban,82,18,18,548.064933,Two-Door Car,68.84836974
HI26883,California,6290.699249,Extended,0,Suburban,95,11,23,684,Two-Door Car,40.35192977
EW15755,California,9880.097141,Extended,62326,Rural,122,8,53,96.00936,SUV,57.9603407
GH48839,California,11790.49617,Basic,25251,Suburban,66,13,43,316.8,Four-Door Car,46.80797214
IX46908,California,5477.206072,Basic,21289,Suburban,71,15,98,340.8,Four-Door Car,61.08548804
OO89057,California,4014.332715,Extended,54054,Rural,99,7,55,5.661684,Four-Door Car,42.8334295
LX95134,California,3674.56826,Extended,84814,Suburban,90,25,60,512.816507,Four-Door Car,52.70555559
CX89767,California,4714.044733,Basic,46097,Urban,61,9,73,197.074966,Four-Door Car,46.39626236
DI45039,California,2754.143877,Basic,58705,Rural,69,19,95,48.956424,Two-Door Car,54.54333637
AI14767,California,40688.53442,Basic,37455,Suburban,114,13,57,547.2,SUV,42.91371139
OJ38536,California,4563.859434,Basic,62010,Suburban,112,2,51,537.6,SUV,42.95684895
TI90592,California,7430.347681,Extended,61568,Urban,93,3,36,240.818954,Four-Door Car,47.21598297
UN63889,California,2644.983484,Basic,90443,Urban,66,11,15,235.174197,Two-Door Car,37.56282229
FZ94690,California,26220.03266,Extended,24743,Suburban,84,8,23,1008.03551,Four-Door Car,50.07599619
TL60066,California,2397.036098,Basic,22283,Suburban,65,16,93,572.072106,Four-Door Car,48.04807909
OL61964,California,5207.680496,Basic,74627,Urban,65,21,61,176.735323,Four-Door Car,33.0720857
DN77617,California,5907.078117,Basic,47306,Rural,74,8,18,97.723235,Four-Door Car,49.0410512
BV12771,California,27420.81318,Basic,0,Suburban,112,23,20,537.6,SUV,41.96222059
NA14154,California,5044.857229,Basic,59292,Urban,64,14,92,218.491318,Two-Door Car,55.49272221
ZO54248,California,3090.13236,Extended,23970,Rural,77,13,19,43.959921,Four-Door Car,44.06682521
CW13886,California,8514.394994,Basic,48428,Urban,72,8,5,223.728018,Four-Door Car,56.05890685
TT63451,California,20925.89544,Basic,44342,Suburban,74,24,60,355.2,Four-Door Car,42.55186572
OW54561,California,3515.456573,Basic,0,Suburban,103,30,13,741.6,Sports Car,65.92178563
EE34821,California,17666.56543,Basic,0,Suburban,74,6,92,355.2,Two-Door Car,64.41294671
ZB85648,California,30313.30977,Extended,67117,Urban,85,10,38,329.423177,Two-Door Car,54.70403396
IE57921,California,4726.869327,Extended,13037,Suburban,124,28,49,839.348464,SUV,48.88543865
OY47486,California,5284.509533,Basic,71960,Rural,67,12,40,151.495249,Two-Door Car,39.05645215
LV51815,California,2990.330995,Basic,73137,Urban,74,14,45,227.797105,Four-Door Car,61.5795065
VU99672,California,3548.071725,Extended,0,Urban,96,10,77,446.122702,Four-Door Car,71.26587416
SN69015,California,6371.320461,Extended,23797,Suburban,81,10,57,388.8,Four-Door Car,51.44738654
UO54843,California,5372.351967,Basic,70286,Rural,67,16,66,130.143497,Four-Door Car,42.65068611
ES34753,California,5165.202368,Extended,12904,Suburban,132,17,31,633.6,SUV,53.31760994
KE91683,California,8264.747863,Basic,42045,Rural,103,7,12,40.839965,SUV,61.07551258
YU23754,California,5193.770572,Basic,24948,Urban,65,3,51,280.352767,Four-Door Car,45.97785768
AS77287,California,8099.571213,Basic,25452,Suburban,107,20,60,954.688499,Sports Car,62.92413857
PD36660,California,8845.073706,Basic,95850,Urban,109,3,16,328.502498,Sports Car,51.32573876
BQ20851,California,8295.977271,Basic,73556,Urban,104,31,4,497.684017,SUV,50.42334011
PW91494,California,9344.431622,Basic,0,Suburban,64,25,96,307.2,Two-Door Car,43.61441983
NZ83890,California,5081.741976,Basic,0,Rural,69,17,76,93.697638,Two-Door Car,45.99796602
QV24282,California,5363.531017,Basic,43879,Urban,69,19,60,242.133552,Four-Door Car,32.40197281
YF67162,California,2429.600516,Basic,23941,Suburban,61,12,1,292.8,Four-Door Car,52.1161123
YE20366,California,7183.071115,Basic,14390,Suburban,65,16,4,402.778867,Four-Door Car,54.47430386
PN77420,California,5376.88732,Basic,30039,Suburban,70,21,52,498.612632,Four-Door Car,64.89894612
CF26207,California,7019.177186,Basic,26806,Suburban,63,32,19,302.4,Four-Door Car,57.60992628
WH24638,California,7079.170237,Extended,24450,Urban,90,4,65,250.959093,Four-Door Car,46.63739279
YQ16427,California,2415.83485,Basic,0,Suburban,64,26,17,360.217299,Four-Door Car,49.89607133
AZ90068,California,8193.160528,Basic,89219,Suburban,73,12,9,350.4,Four-Door Car,26.21583887
PL59209,California,6952.651187,Basic,0,Suburban,73,2,38,525.6,Four-Door Car,60.66487323
VK93542,California,7465.980556,Basic,0,Suburban,109,4,33,784.8,SUV,51.58982182
NE70589,California,13220.80421,Basic,29504,Suburban,117,24,90,809.039071,SUV,45.11294426
AT52647,California,4014.9185,Basic,0,Suburban,113,35,29,1305.275432,SUV,41.13177175
CW38361,California,8744.727173,Basic,61706,Rural,110,6,71,223.905524,SUV,60.30398262
BZ92811,California,5948.98896,Premium,88122,Suburban,148,15,10,840.231575,SUV,32.79533056
ON68006,California,5520.149969,Basic,26129,Suburban,70,4,38,419.187114,Four-Door Car,59.39671592
VG58889,California,5040.775434,Basic,22350,Suburban,66,9,3,316.8,Two-Door Car,31.14978677
MI42935,California,5654.593045,Extended,0,Suburban,83,0,12,597.6,Four-Door Car,60.37379679
OS21957,California,8896.500265,Basic,26201,Rural,112,4,48,168.901895,SUV,37.21745915
JG21385,California,8715.945469,Extended,0,Suburban,84,33,20,604.8,Four-Door Car,55.53335772
CT62892,California,7868.808884,Basic,0,Suburban,107,28,14,513.6,SUV,59.54943704
IE97795,California,6878.008403,Extended,39020,Suburban,87,0,4,485.01384,Four-Door Car,36.60682727
DM59629,California,6411.675304,Extended,47606,Suburban,81,24,50,388.8,Two-Door Car,43.65947991
SH48087,California,10144.3094,Extended,27231,Suburban,88,0,7,422.4,Four-Door Car,34.78243415
WG93963,California,8575.961719,Extended,39946,Suburban,218,23,99,1046.4,Luxury SUV,54.01543632
OQ88395,California,4510.542608,Basic,84300,Rural,111,13,0,202.22495,SUV,67.61390028
XH46220,California,3746.751625,Extended,41479,Rural,94,14,38,19.575683,Two-Door Car,38.73756799
BK61065,California,5479.555081,Basic,56005,Suburban,68,31,30,326.4,Four-Door Car,63.50191888
UD87700,California,7164.011997,Basic,0,Suburban,108,19,97,1260.456194,SUV,43.7618915
CO19402,California,13265.51039,Basic,99617,Rural,109,1,62,74.934678,SUV,52.8095624
KJ29915,California,5246.278375,Basic,28909,Suburban,66,15,66,456.702735,Two-Door Car,44.86024988
JX52708,California,4556.068318,Basic,25617,Suburban,63,22,3,302.4,Two-Door Car,43.68002926
OT42923,California,2751.250209,Basic,86788,Suburban,70,32,68,336,Four-Door Car,47.79521022
DL34364,California,2914.09461,Extended,28523,Suburban,77,15,12,369.6,Four-Door Car,52.3996362
WX16610,California,5824.767025,Basic,38492,Urban,72,27,34,207.901654,Four-Door Car,37.25488812
NH76558,California,5755.18214,Basic,97657,Rural,71,2,19,107.325235,Two-Door Car,49.40018333
SQ14756,California,2424.690776,Basic,49008,Suburban,61,11,74,292.8,Four-Door Car,53.97856306
EP64069,California,5138.244998,Basic,72264,Urban,64,2,66,272.649844,Four-Door Car,79.89961439
IS63817,California,6047.02516,Extended,20396,Suburban,76,15,60,364.8,Four-Door Car,53.88496522
UC83161,California,6106.468745,Premium,60234,Rural,152,14,98,136.217066,SUV,48.84918168
DL45122,California,3329.887725,Extended,75556,Suburban,84,24,78,498.927007,Four-Door Car,34.27434086
KB90953,California,40132.01135,Extended,98710,Urban,123,21,42,587.391029,Sports Car,59.16702354
EX72956,California,5095.365993,Basic,69461,Rural,64,7,61,101.417253,Two-Door Car,46.56420538
YN15016,California,4471.747876,Basic,0,Suburban,68,35,98,489.6,Four-Door Car,53.62631427
GW56797,California,8773.507548,Extended,0,Suburban,87,24,53,626.4,Four-Door Car,52.30732432
QR57842,California,10351.37265,Extended,73895,Suburban,129,2,31,825.416826,SUV,36.50429063
TB53616,California,10408.96865,Basic,20228,Suburban,101,3,43,523.815839,SUV,38.06220829
JN10602,California,8201.330033,Basic,81785,Suburban,67,12,44,321.6,Four-Door Car,70.13738075
VI94769,California,2248.449633,Basic,24910,Suburban,63,7,63,347.857619,Four-Door Car,64.95639805
BQ60673,California,5205.024842,Basic,32946,Suburban,66,13,7,316.8,Two-Door Car,47.11866335
JK68578,California,15306.13396,Basic,83868,Rural,189,30,91,134.836237,Luxury Car,49.84205578
OI39449,California,8002.308333,Basic,0,Suburban,107,3,65,513.6,SUV,37.16337659
NJ29981,California,4553.185557,Extended,0,Suburban,124,1,43,714.494746,SUV,51.40530429
ZO16199,California,5354.365535,Basic,17099,Suburban,69,13,28,331.2,Four-Door Car,48.30254665
HB12866,California,7449.855125,Extended,0,Suburban,206,7,82,1483.2,Luxury SUV,54.2199501
DQ19344,California,3112.049841,Extended,33046,Rural,79,14,26,181.538354,Four-Door Car,60.65831543
GH35369,California,4386.277558,Basic,10621,Suburban,67,28,22,321.6,Four-Door Car,36.14772217
QR26617,California,4865.848218,Basic,21498,Suburban,63,23,72,302.4,Four-Door Car,43.79402415
QZ34525,California,6993.380588,Basic,0,Suburban,66,7,59,439.701118,Four-Door Car,65.44726238
IU62399,California,5860.48309,Basic,36889,Urban,74,24,82,192.186026,Four-Door Car,63.46441392
OH23893,California,9115.57169,Basic,69588,Rural,114,19,45,173.080024,SUV,58.50865307
ZX83542,California,5300.686394,Basic,26585,Urban,69,26,23,308.651195,Four-Door Car,51.16045666
CO16841,California,3630.269217,Basic,0,Suburban,101,34,53,727.2,SUV,57.14593053
MV81355,California,8819.018934,Basic,99845,Suburban,110,23,25,528,SUV,68.90821532
HU22390,California,5389.499465,Extended,66429,Rural,136,35,93,57.712985,Sports Car,47.13788835
YS74016,California,3123.080994,Basic,0,Suburban,101,1,83,960.115399,SUV,24.9511371
PU33703,California,2435.321545,Basic,43721,Suburban,61,5,84,292.8,Four-Door Car,51.0366199
PJ59176,California,8754.233404,Basic,51209,Rural,109,35,3,39.49793,SUV,58.93456263
ML68781,California,2628.563096,Basic,84498,Urban,65,18,83,255.210049,Four-Door Car,40.55630712
