customerID,SeniorCitizen,tenure,ServiceCount,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotChargesAct
9691-HKOVS,0,55,9,One year,Yes,90.15,4916.95,No,4916.95
9881-VCZEP,0,25,4,Month-to-month,No,54.1,1373,No,1373
9526-BIHHD,0,1,2,Month-to-month,No,29.7,29.7,Yes,29.7
8757-TFHHJ,0,1,3,Month-to-month,Yes,49.8,49.8,No,49.8
4523-WXCEF,0,59,6,Month-to-month,No,101.1,6039.9,Yes,6039.9
1468-DEFNC,1,64,8,Two year,Yes,24.4,1548.65,No,1548.65
5119-KEPFY,0,36,5,Month-to-month,Yes,95,3440.25,No,3440.25
8364-TRMMK,0,3,3,Month-to-month,Yes,50.65,151.3,Yes,151.3
0916-KNFAJ,0,61,6,Two year,Yes,69.9,4226.7,No,4226.7
8319-QBEHW,0,26,3,One year,Yes,39.95,1023.75,No,1023.75
3063-QFSZL,0,1,3,Month-to-month,Yes,55.4,55.4,Yes,55.4
8775-LHDJH,1,1,5,Month-to-month,Yes,90.6,90.6,Yes,90.6
9625-QNLUX,0,68,7,Two year,Yes,103.25,7074.4,No,7074.4
3097-NQYSN,1,2,4,Month-to-month,Yes,86.85,156.35,Yes,156.35
4024-CSNBY,0,72,7,Two year,Yes,94.25,6849.75,No,6849.75
7110-BDTWG,0,71,4,Two year,Yes,47.05,3263.6,No,3263.6
7493-GVFIO,0,57,7,Two year,No,20.55,1252.85,No,1252.85
0690-SRQID,0,4,7,Month-to-month,Yes,19.65,67.55,No,67.55
9605-WGJVW,1,1,2,Month-to-month,Yes,70.2,70.2,No,70.2
9114-DPSIA,0,72,8,Two year,No,81,5750,No,5750
4700-UBQMV,0,21,6,One year,Yes,75.9,1549.75,No,1549.75
7711-GQBZC,0,71,8,Two year,No,24.7,1810.55,No,1810.55
3565-UNOCC,1,29,6,Month-to-month,Yes,99.05,2952.85,Yes,2952.85
4627-MIHJH,1,69,8,Two year,No,110.25,7467.55,No,7467.55
9795-NREXC,0,64,8,Two year,Yes,85,5484.4,No,5484.4
8573-CGOCC,0,16,7,Month-to-month,No,19.75,294.9,No,294.9
7356-AYNJP,0,4,8,One year,No,23.9,97.5,No,97.5
9249-FXSCK,0,52,8,One year,Yes,111.25,5916.45,Yes,5916.45
5493-SDRDQ,0,2,4,Month-to-month,Yes,55.1,113.35,Yes,113.35
6286-SUUWT,0,1,7,Month-to-month,No,19.95,19.95,No,19.95
4819-HJPIW,0,18,1,Month-to-month,No,25.15,476.8,No,476.8
8654-DHAOW,0,2,4,Month-to-month,No,54.15,101.65,No,101.65
5438-QMDDL,0,19,4,Month-to-month,Yes,59.8,1130.85,No,1130.85
9812-GHVRI,0,40,4,Month-to-month,No,83.85,3532.25,No,3532.25
5553-AOINX,1,66,7,One year,Yes,104.9,6891.45,No,6891.45
1228-ZLNBX,0,21,3,Month-to-month,No,75.3,1570.7,No,1570.7
4226-KKDON,0,8,5,Month-to-month,Yes,66.65,520.95,No,520.95
3831-YCPUO,0,72,8,Two year,Yes,109.5,7854.9,No,7854.9
7445-WMRBW,0,48,7,One year,Yes,73.85,3581.4,No,3581.4
3308-DGHKL,0,69,7,Two year,Yes,19.3,1447.9,No,1447.9
9924-JPRMC,0,72,9,Two year,Yes,118.2,8547.15,No,8547.15
0080-EMYVY,0,14,3,One year,No,51.45,727.85,No,727.85
6218-KNUBD,0,6,4,Month-to-month,No,59.45,357.6,No,357.6
7337-CINUD,0,8,7,Two year,No,19.5,159.35,No,159.35
7609-NRNCA,0,17,7,One year,No,19.55,280.85,No,280.85
0623-EJQEG,0,65,6,One year,No,93.55,6069.25,No,6069.25
7153-CHRBV,0,57,5,One year,Yes,59.3,3274.35,No,3274.35
0871-URUWO,0,13,6,Month-to-month,Yes,102.25,1359,Yes,1359
9190-MFJLN,1,19,5,Month-to-month,Yes,95.9,1777.9,Yes,1777.9
6198-PNNSZ,0,56,8,One year,No,109.8,6109.65,No,6109.65
3317-VLGQT,0,14,3,Month-to-month,Yes,78.1,1122.4,No,1122.4
4132-POCZS,0,52,3,Month-to-month,Yes,39.9,2020.9,No,2020.9
5614-DNZCE,0,58,6,Two year,Yes,64.9,3795.45,No,3795.45
1095-JUDTC,1,47,6,Month-to-month,Yes,95.05,4504.55,Yes,4504.55
3896-RCYYE,0,67,5,Month-to-month,Yes,53.4,3579.15,No,3579.15
9638-JIQYA,0,2,1,Month-to-month,Yes,24.9,49.7,No,49.7
3258-SANFR,1,6,2,Month-to-month,No,44.7,276.5,No,276.5
3726-TBHQT,0,71,9,Two year,Yes,114,8175.9,No,8175.9
3190-ITQXP,0,46,7,Two year,No,20.25,890.35,No,890.35
0870-VEMYL,0,5,4,Month-to-month,No,53.85,259.8,Yes,259.8
4833-QTJNO,1,67,5,Month-to-month,No,83.85,5588.8,No,5588.8
3039-MJSLN,0,3,7,Month-to-month,No,20.2,50.6,No,50.6
0178-CIIKR,0,3,7,Month-to-month,No,19.95,58,No,58
5385-SUIRI,1,52,7,Month-to-month,Yes,104.2,5568.35,Yes,5568.35
3982-XWFZQ,0,42,3,Month-to-month,Yes,50.25,2203.65,Yes,2203.65
5774-QPLTF,0,50,7,One year,Yes,20.35,938.95,No,938.95
2322-VCZHZ,1,23,5,Month-to-month,Yes,90,2024.1,No,2024.1
5010-IPEAQ,0,67,6,Two year,No,54.2,3623.95,No,3623.95
4009-ALQFH,0,25,6,Month-to-month,Yes,99.5,2369.05,Yes,2369.05
6383-ZTSIW,1,39,6,One year,No,99.1,3877.95,No,3877.95
8990-YOZLV,0,69,6,Two year,Yes,66.9,4577.9,No,4577.9
3069-SSVSN,0,1,1,One year,No,25.85,25.85,No,25.85
5222-IMUKT,0,32,4,Month-to-month,No,91.05,2871.5,No,2871.5
3627-FCRDW,0,9,2,Month-to-month,No,71,672.55,Yes,672.55
7562-GSUHK,0,16,5,Month-to-month,Yes,93.2,1573.7,Yes,1573.7
6685-XSHHU,0,60,7,Two year,Yes,20.95,1270.55,No,1270.55
8901-UPRHR,0,72,8,Two year,Yes,109.2,7711.45,No,7711.45
4903-UYAVB,0,5,7,Month-to-month,No,19.35,126.05,Yes,126.05
0118-JPNOY,1,26,4,Month-to-month,Yes,85.8,2193.65,No,2193.65
6776-TLWOI,0,3,7,Month-to-month,No,19.85,64.55,Yes,64.55
3845-FXCYS,0,2,7,Month-to-month,Yes,19.65,31.2,No,31.2
5857-XRECV,0,2,7,One year,No,20.5,38.25,No,38.25
0725-CXOTM,0,36,8,One year,Yes,89.65,3348.1,No,3348.1
4343-EJVQB,0,7,3,Month-to-month,No,74.35,533.6,No,533.6
9000-PLFUZ,1,60,4,Two year,Yes,49.45,2907.55,No,2907.55
3427-GGZZI,0,19,5,Month-to-month,Yes,89.1,1620.8,No,1620.8
7779-ORAEL,1,45,7,Two year,No,75.15,3480.35,No,3480.35
0644-OQMDK,1,4,2,Month-to-month,Yes,70.65,293.85,No,293.85
4077-CROMM,0,31,7,Month-to-month,Yes,104.2,3243.45,Yes,3243.45
3154-CFSZG,0,47,5,Month-to-month,No,90.05,4137.2,No,4137.2
2868-MZAGQ,0,1,3,Month-to-month,Yes,79.25,79.25,Yes,79.25
4847-QNOKA,0,1,2,Month-to-month,Yes,44.9,44.9,Yes,44.9
2220-IAHLS,0,1,7,Month-to-month,No,19.4,19.4,No,19.4
1658-XUHBX,1,59,5,Month-to-month,Yes,88.75,5348.65,No,5348.65
6379-RXJRQ,0,10,2,Month-to-month,Yes,70.1,659.65,Yes,659.65
2378-HTWFW,1,35,5,Month-to-month,No,91,3180.5,No,3180.5
8650-RHRKE,0,4,2,Month-to-month,Yes,29.65,118.5,Yes,118.5
4377-VDHYI,0,32,5,One year,Yes,90.8,3023.85,No,3023.85
0475-RIJEP,0,43,4,Month-to-month,Yes,77.85,3365.85,Yes,3365.85
1260-TTRXI,0,4,3,Month-to-month,No,54.3,195.3,Yes,195.3
3719-TDVQB,1,54,7,Two year,Yes,18.95,1031.1,No,1031.1
6328-ZPBGN,1,11,5,Month-to-month,Yes,95.15,997.65,Yes,997.65
0201-MIBOL,1,66,6,Two year,Yes,102.4,6471.85,No,6471.85
4937-QPZPO,0,61,6,One year,Yes,99.9,6241.35,No,6241.35
2925-VDZHY,0,72,9,Two year,No,88.7,6501.35,No,6501.35
6981-TDRFT,0,44,5,One year,Yes,54.3,2317.1,No,2317.1
3413-CSSTH,0,41,4,Month-to-month,Yes,55.7,2237.55,No,2237.55
8033-VCZGH,0,50,7,One year,Yes,103.95,5231.3,No,5231.3
4789-KWMXN,0,47,8,One year,Yes,110.85,5275.8,Yes,5275.8
0224-NIJLP,0,8,7,Two year,No,20.15,165.5,No,165.5
7542-CYDDM,0,18,7,Month-to-month,No,20.05,358.5,No,358.5
4718-WXBGI,0,72,9,Two year,Yes,91.95,6614.9,No,6614.9
2867-UIMSS,0,1,3,Month-to-month,No,80.5,80.5,Yes,80.5
8495-PRWFH,1,42,4,Month-to-month,No,55.65,2421.75,No,2421.75
0439-IFYUN,1,18,3,Month-to-month,Yes,74.7,1294.6,No,1294.6
5716-LIBJC,0,13,7,One year,Yes,104.15,1299.1,No,1299.1
2868-LLSKM,0,68,5,One year,Yes,83.65,5733.4,No,5733.4
8111-RKSPX,0,4,3,Month-to-month,Yes,72.2,305.55,Yes,305.55
2988-QRAJY,0,69,8,Two year,Yes,110.05,7430.75,No,7430.75
1585-MQSSU,0,17,3,Month-to-month,No,51.5,900.5,Yes,900.5
0071-NDAFP,0,25,8,Two year,No,25.5,630.6,No,630.6
2856-NNASM,1,43,4,Month-to-month,Yes,89.55,3856.75,Yes,3856.75
7328-ZJAJO,0,59,7,Two year,No,19.5,1222.65,No,1222.65
6458-CYIDZ,1,5,4,Month-to-month,No,80.7,374.8,No,374.8
8559-CIZFV,0,21,7,One year,No,77.5,1625,Yes,1625
1090-PYKCI,0,69,8,One year,Yes,105.1,7234.8,No,7234.8
3058-WQDRE,0,13,1,Month-to-month,Yes,25.15,331.85,No,331.85
7547-EKNFS,0,42,6,Month-to-month,Yes,95.25,3959.35,Yes,3959.35
2279-AXJJK,0,52,6,Month-to-month,Yes,95.65,5088.4,No,5088.4
6769-DYBQN,1,46,4,Month-to-month,No,85,3969.4,Yes,3969.4
0909-SELIE,0,61,8,Two year,Yes,80.8,4860.85,No,4860.85
3417-TSCIC,0,29,1,One year,Yes,24.85,788.05,No,788.05
1042-HFUCW,0,25,4,One year,Yes,54.75,1266.35,No,1266.35
4439-JMPMT,0,5,4,Month-to-month,Yes,85.75,470.95,Yes,470.95
6537-OTKMY,0,15,4,One year,No,50.75,688.2,No,688.2
8999-EXMNO,0,19,7,Two year,No,20.15,387.7,No,387.7
6725-TPKJO,0,44,7,Two year,No,20.05,845.25,No,845.25
2446-BEGGB,1,6,6,Month-to-month,Yes,98.25,560.6,Yes,560.6
7162-WPHPM,0,58,7,Two year,No,71.6,4230.25,No,4230.25
1599-MMYRQ,0,62,4,One year,Yes,81.45,4983.05,No,4983.05
8821-KVZKQ,0,70,6,One year,Yes,58.4,4113.15,No,4113.15
1496-GGSUK,1,1,1,Month-to-month,Yes,25.7,25.7,Yes,25.7
6434-TTGJP,0,10,6,Two year,No,53.7,521,No,521
0042-JVWOJ,0,26,7,One year,Yes,19.6,471.85,No,471.85
0130-SXOUN,0,66,5,Month-to-month,No,89.4,5976.9,No,5976.9
2575-GFSOE,0,7,2,Month-to-month,Yes,69,506.9,Yes,506.9
2330-PQGDQ,0,51,5,One year,No,84.2,4299.75,No,4299.75
1452-UZOSF,0,72,8,Two year,Yes,106.1,7548.6,No,7548.6
2097-YVPKN,0,65,8,Two year,No,25.75,1654.75,No,1654.75
2842-JTCCU,0,2,2,Month-to-month,No,46.05,80.35,Yes,80.35
8597-CTXVJ,0,70,6,One year,No,64.95,4551.5,No,4551.5
6631-HMANX,0,72,8,Two year,Yes,85.45,6227.5,No,6227.5
9962-BFPDU,0,1,7,Month-to-month,No,20.05,20.05,No,20.05
3296-SILRA,1,1,3,Month-to-month,Yes,76.4,76.4,Yes,76.4
9681-OXGVC,0,5,6,Month-to-month,Yes,100.5,514,Yes,514
6394-HHHZM,0,3,7,Month-to-month,No,20.7,57.5,No,57.5
5995-LFTLE,0,58,8,Two year,Yes,25.3,1474.35,No,1474.35
5180-UCIIQ,1,22,3,Month-to-month,No,40.05,880.2,Yes,880.2
1932-UEDCX,1,33,6,Month-to-month,Yes,100.6,3270.25,No,3270.25
7153-OANIO,0,1,2,Month-to-month,No,69.95,69.95,Yes,69.95
5188-HGMLP,1,54,3,Month-to-month,No,74,3919.15,No,3919.15
0665-XHDJU,0,72,6,Two year,Yes,99.4,7285.7,No,7285.7
6521-YYTYI,0,1,5,Month-to-month,Yes,93.3,93.3,Yes,93.3
8878-HMWBV,0,3,3,Month-to-month,Yes,49.15,169.05,Yes,169.05
8265-HKSOW,0,72,8,Two year,No,107.45,7658.3,No,7658.3
3544-FBCAS,0,72,8,Two year,Yes,83.6,5959.3,No,5959.3
5331-RGMTT,1,54,6,Month-to-month,Yes,99.05,5295.7,No,5295.7
4759-PXTAN,0,59,7,One year,Yes,80.1,4693.2,No,4693.2
7054-DMVAS,0,54,5,Two year,Yes,65.3,3512.9,No,3512.9
3428-MMGUB,0,60,5,Two year,Yes,89.55,5231.2,No,5231.2
6549-BTYPG,0,60,6,Two year,No,60.8,3603.45,No,3603.45
7823-JSOAG,0,3,3,Month-to-month,No,74.5,217.45,No,217.45
3705-RHRFR,0,69,6,Two year,No,99.15,6875.35,No,6875.35
9374-YOLBJ,0,1,7,Month-to-month,No,19.25,19.25,No,19.25
9074-KGVOX,0,50,3,Month-to-month,Yes,39.45,2021.35,No,2021.35
6128-DAFVY,0,56,3,Month-to-month,Yes,44.85,2564.95,No,2564.95
9933-QRGTX,0,60,6,Two year,Yes,97.2,5611.75,No,5611.75
4476-OSWTN,1,69,8,One year,Yes,110.55,7610.1,No,7610.1
3751-KTZEL,0,1,2,Month-to-month,No,35.05,35.05,Yes,35.05
1977-STDKI,1,1,3,Month-to-month,Yes,73,73,Yes,73
5066-GFJMM,0,3,7,Month-to-month,Yes,19.9,45.75,No,45.75
2661-GKBTK,0,60,6,Two year,No,76.95,4543.95,No,4543.95
0458-HEUZG,0,13,3,Two year,No,35.4,450.4,No,450.4
7268-WNTCP,0,62,7,Two year,No,20.45,1297.35,No,1297.35
0824-VWDPO,0,45,6,One year,No,96.75,4442.75,No,4442.75
8409-WQJUX,0,25,5,One year,No,54.2,1423.15,No,1423.15
2578-JQPHZ,0,44,6,Two year,No,100.1,4378.35,No,4378.35
3278-FSIXX,0,2,2,Month-to-month,Yes,45.25,74.2,No,74.2
5813-UECBU,1,33,5,Month-to-month,Yes,83.85,2716.3,Yes,2716.3
0328-GRPMV,0,1,2,Month-to-month,Yes,70.1,70.1,Yes,70.1
9746-UGFAC,0,22,7,One year,No,20.85,450.65,No,450.65
2946-KIQSP,0,35,3,Month-to-month,Yes,33.45,1175.85,No,1175.85
0625-AFOHS,0,29,7,Two year,No,20.2,558.8,No,558.8
6726-WEXXK,1,27,5,One year,Yes,85.9,2220.1,No,2220.1
4636-OLWOE,0,54,5,One year,Yes,61,3283.05,No,3283.05
4342-HENTK,1,2,2,Month-to-month,Yes,70.65,142.35,Yes,142.35
4685-ERGHK,0,57,4,One year,Yes,86.9,4939.25,No,4939.25
0885-HMGPY,0,62,7,Two year,No,69.4,4237.5,No,4237.5
5003-OKNNK,0,15,7,One year,No,20.35,335.95,No,335.95
4195-SMMNX,0,2,7,Month-to-month,No,20.35,33.2,Yes,33.2
7208-PSIHR,0,70,7,Two year,Yes,104.3,7188.5,No,7188.5
4012-ZTHBR,0,21,2,Month-to-month,Yes,44.95,926.25,No,926.25
0489-WMEMG,0,23,3,One year,Yes,49.45,1119.35,No,1119.35
7435-ZNUYY,0,6,7,One year,No,20.6,116.6,No,116.6
1354-YZFNB,0,4,7,Two year,No,19.55,68.8,No,68.8
6956-SMUCM,0,3,6,Month-to-month,Yes,99,287.4,Yes,287.4
2985-FMWYF,0,23,5,Month-to-month,Yes,93.5,2341.55,No,2341.55
2812-ENYMO,0,26,5,One year,No,54.55,1362.85,No,1362.85
2717-HVIZY,0,8,7,Month-to-month,No,20.05,163.6,No,163.6
3223-WZWJM,0,26,4,Month-to-month,Yes,83.95,2254.2,Yes,2254.2
3422-GALYP,0,2,4,Month-to-month,Yes,79.45,145.15,No,145.15
9053-JZFKV,0,67,9,Two year,No,116.2,7752.3,Yes,7752.3
2530-ENDWQ,0,71,5,Two year,Yes,93.7,6585.35,Yes,6585.35
2890-WFBHU,0,59,8,One year,No,79.85,4786.1,No,4786.1
0327-WFZSY,0,39,6,One year,No,100,3835.55,No,3835.55
7977-HXJKU,0,21,7,Two year,No,19.6,397,No,397
6615-ZGEDR,0,1,7,Month-to-month,No,19.7,19.7,Yes,19.7
7033-CLAMM,0,48,7,Two year,No,20.2,1027.25,No,1027.25
4023-RTIQM,1,31,5,One year,Yes,50.4,1580.1,No,1580.1
0864-FVJNJ,0,64,9,One year,No,113.35,7222.75,No,7222.75
7356-IWLFW,0,46,4,Month-to-month,Yes,80,3769.7,No,3769.7
9541-PWTWO,0,52,7,Two year,Yes,80.95,4233.95,No,4233.95
3967-VQOGC,0,67,8,Two year,Yes,24.9,1680.25,No,1680.25
7872-RDDLZ,1,67,4,Month-to-month,No,54.9,3725.5,No,3725.5
9250-WYPLL,0,5,3,Month-to-month,No,75.55,413.65,Yes,413.65
6308-CQRBU,0,71,8,Two year,No,109.25,7707.7,No,7707.7
2754-XBHTB,0,9,3,Month-to-month,Yes,77.65,714.15,Yes,714.15
1597-LHYNC,1,26,6,Month-to-month,Yes,95,2497.2,Yes,2497.2
0186-CAERR,0,71,9,One year,Yes,116.3,8309.55,No,8309.55
3043-SUDUA,0,32,7,Month-to-month,No,19.9,601.55,No,601.55
5442-BHQNG,0,2,2,Month-to-month,No,70.35,139.25,No,139.25
2169-RRLFW,0,71,8,Two year,No,25.6,1888.25,No,1888.25
5872-OEQNH,0,60,4,One year,Yes,44.45,2773.9,No,2773.9
3162-KKZXO,1,55,6,One year,Yes,100.15,5409.75,No,5409.75
7055-VKGDA,0,54,7,One year,Yes,105.4,5643.4,Yes,5643.4
0754-UKWQP,0,2,5,Month-to-month,Yes,95.85,197.7,Yes,197.7
8873-GLDMH,0,6,3,Month-to-month,Yes,73.85,401.3,No,401.3
5696-JVVQY,0,48,6,Two year,Yes,70.1,3238.4,No,3238.4
8946-BFWSG,0,63,8,Two year,No,25.25,1573.05,No,1573.05
7493-TPUWZ,0,1,4,Month-to-month,Yes,79.15,79.15,Yes,79.15
0547-HURJB,0,12,7,Month-to-month,No,21.05,235.8,No,235.8
8904-OPDCK,1,54,1,Month-to-month,Yes,24.95,1364.75,No,1364.75
8845-LWKGE,0,30,5,One year,Yes,64.5,1985.15,No,1985.15
1577-HKTFG,0,30,7,Month-to-month,No,19.65,655.85,Yes,655.85
8752-STIVR,0,4,3,Month-to-month,Yes,79,303.15,Yes,303.15
0691-NIKRI,0,40,7,One year,Yes,105.95,4335.2,No,4335.2
5022-JNQEQ,0,9,3,Month-to-month,Yes,75.85,647.5,No,647.5
4558-FANTW,0,17,5,Month-to-month,No,91.85,1574.45,Yes,1574.45
3249-VHRIP,0,62,4,Two year,Yes,43.6,2748.7,No,2748.7
3736-BLEPA,0,28,5,One year,Yes,91.25,2483.65,No,2483.65
4701-LKOZD,0,70,9,Two year,No,89.75,6367.2,No,6367.2
6603-QWSPR,0,46,7,Two year,Yes,104.4,4904.2,No,4904.2
9921-QFQUL,0,23,5,Month-to-month,No,90.15,2044.95,No,2044.95
1929-ZCBHE,0,47,4,One year,No,40.3,1794.8,No,1794.8
4378-MYPGO,0,68,7,Two year,Yes,105.25,7173.15,No,7173.15
8651-ENBZX,1,60,7,One year,Yes,106,6441.4,Yes,6441.4
4129-LYCOI,0,67,7,Two year,Yes,104,7039.05,No,7039.05
7798-JVXYM,0,14,5,Month-to-month,Yes,69.65,921.4,No,921.4
8647-SDTWQ,0,57,3,Month-to-month,Yes,74.3,4018.35,No,4018.35
2696-ECXKC,0,55,6,One year,No,100.9,5448.6,No,5448.6
2081-KJSQF,0,1,7,Month-to-month,Yes,20.25,20.25,No,20.25
7623-TRNQN,0,1,3,Month-to-month,Yes,49.9,49.9,Yes,49.9
3323-CPBWR,0,23,6,Month-to-month,Yes,96.9,2085.45,No,2085.45
9330-IJWIO,0,13,6,Month-to-month,Yes,100.35,1358.85,Yes,1358.85
3384-CTMSF,0,47,7,Month-to-month,Yes,104.1,5135.15,No,5135.15
0902-RFHOF,0,38,7,One year,No,20.1,730.1,No,730.1
9286-DOJGF,1,38,3,Month-to-month,Yes,74.95,2869.85,Yes,2869.85
6048-QBXKL,1,2,4,Month-to-month,Yes,56.55,118.25,No,118.25
9661-MHUMO,1,1,3,Month-to-month,Yes,49.25,49.25,Yes,49.25
7718-RXDGG,0,15,2,Month-to-month,Yes,68.6,1108.6,No,1108.6
1025-FALIX,0,26,2,Month-to-month,Yes,69.05,1815.65,No,1815.65
3451-VAWLI,0,35,7,Two year,No,19.7,730.4,No,730.4
3407-QGWLG,0,3,7,Month-to-month,Yes,20.05,75.45,No,75.45
1842-EZJMK,0,50,7,Month-to-month,No,103.7,5071.05,Yes,5071.05
2347-WKKAE,0,42,6,Month-to-month,Yes,94.4,4014.6,No,4014.6
8735-DCXNF,0,10,4,Month-to-month,Yes,54.95,568.85,No,568.85
3214-IYUUQ,0,61,6,One year,No,93.7,5860.7,No,5860.7
1936-UAFEH,0,68,8,Two year,No,110.25,7279.35,No,7279.35
3587-PMCOY,0,10,6,One year,Yes,98.9,1064.95,No,1064.95
8079-XRJRS,0,65,6,One year,No,89.75,5769.6,Yes,5769.6
1027-LKKQQ,0,72,7,Two year,Yes,80.45,5886.85,No,5886.85
7148-XZPHA,0,55,4,Month-to-month,No,79.4,4238.45,No,4238.45
8073-IJDCM,0,1,7,Month-to-month,Yes,20.3,20.3,Yes,20.3
5309-TAIKL,0,7,5,Month-to-month,No,62.8,418.3,No,418.3
6856-RAURS,0,2,3,Month-to-month,Yes,74.9,136.05,No,136.05
8778-LMWTJ,0,9,3,Month-to-month,Yes,74.85,,No,708.2
9717-IOAAF,0,27,8,Two year,Yes,25.85,788.55,No,788.55
8884-ADFVN,1,7,6,Month-to-month,Yes,101.95,700.85,Yes,700.85
2845-KDHVX,0,64,6,Two year,Yes,68.3,4378.8,No,4378.8
0848-SOMKO,0,70,5,Two year,No,48.4,3442.8,No,3442.8
2720-WGKHP,1,2,5,Month-to-month,Yes,94,181.7,Yes,181.7
6734-FQAJX,1,67,7,Two year,Yes,105.05,7171.7,No,7171.7
2869-ADAWR,0,45,5,Month-to-month,Yes,89.3,4016.85,Yes,4016.85
1535-VTJOQ,0,24,8,Two year,No,25.15,553,No,553
6368-TZZDT,0,4,7,Two year,No,19.5,96.85,No,96.85
0943-ZQPXH,0,44,5,Month-to-month,Yes,92.95,4122.9,No,4122.9
1293-BSEUN,0,72,7,Two year,Yes,20.7,1482.3,No,1482.3
9894-EZEWG,0,1,3,Month-to-month,Yes,74.3,74.3,Yes,74.3
1302-TPUBN,0,66,7,Two year,No,19.35,1240.8,No,1240.8
7851-FLGGQ,0,1,4,Month-to-month,Yes,44.65,44.65,Yes,44.65
0637-UBJRP,0,13,4,Month-to-month,No,84.05,1095.3,Yes,1095.3
0940-OUQEC,0,10,4,Month-to-month,Yes,80.7,788.8,Yes,788.8
2378-VTKDH,1,65,7,Month-to-month,Yes,104.35,6578.55,No,6578.55
0927-CNGRH,0,1,7,Month-to-month,No,19.55,19.55,No,19.55
8608-OZTLB,0,38,7,One year,No,74.05,2802.3,No,2802.3
2335-GSODA,0,23,4,Two year,No,40.1,857.75,No,857.75
1952-DVVSW,0,10,7,One year,No,20.1,184.4,No,184.4
0702-PGIBZ,0,4,6,Month-to-month,Yes,101.7,364.55,Yes,364.55
6656-GULJQ,0,72,8,Two year,Yes,83.55,6093.3,No,6093.3
9853-JFZDU,0,35,4,Month-to-month,No,56.85,1861.1,No,1861.1
1963-VAUKV,0,1,7,Month-to-month,No,20.4,20.4,Yes,20.4
3777-XROBG,0,58,7,Two year,No,19.55,1079.65,No,1079.65
6994-FGRHH,0,70,7,One year,Yes,106.15,7475.1,No,7475.1
4000-VGMQP,0,38,7,One year,No,78.95,2862.55,No,2862.55
3999-WRNGR,0,60,4,Month-to-month,Yes,49.75,3069.45,No,3069.45
3466-RITXD,0,26,6,Month-to-month,Yes,92.4,2349.8,No,2349.8
2680-XKKNJ,0,8,5,One year,No,58.2,469.25,No,469.25
3058-HJCUY,0,41,7,One year,Yes,102.6,4213.35,Yes,4213.35
2974-GGUXS,1,36,5,Month-to-month,Yes,91.95,3301.05,No,3301.05
7994-XIRTR,1,54,5,One year,No,65.25,3529.95,No,3529.95
3259-FDWOY,0,71,7,Two year,Yes,106,7723.7,Yes,7723.7
2101-RANCD,0,55,3,Month-to-month,Yes,73.1,4144.9,No,4144.9
7921-BEPCI,0,72,5,Two year,No,59.75,4265,No,4265
0807-ZABDG,0,3,4,Month-to-month,Yes,55.1,154.65,Yes,154.65
8510-TMWYB,0,54,5,Two year,Yes,59.8,3246.45,No,3246.45
3258-ZKPAI,0,72,9,Two year,Yes,116.6,8337.45,No,8337.45
1428-IEDPR,0,52,8,Two year,Yes,109.3,5731.4,No,5731.4
5298-GSTLM,1,60,6,One year,Yes,101.4,6176.6,No,6176.6
4450-YOOHP,0,39,4,Month-to-month,Yes,50.65,1905.4,No,1905.4
6728-CZFEI,0,15,3,One year,No,56.15,931.9,No,931.9
5748-RNCJT,0,69,7,Two year,Yes,106.5,7348.8,Yes,7348.8
3653-NCRDJ,0,43,7,One year,Yes,19.2,776.25,No,776.25
6121-TNHBO,1,63,8,One year,No,83,5243.05,No,5243.05
5119-NZPTV,1,2,2,Month-to-month,No,70.1,141.65,No,141.65
6519-ZHPXP,0,72,8,Two year,Yes,108.3,7679.65,No,7679.65
7739-LAXOG,0,32,5,Month-to-month,Yes,91.05,2954.5,Yes,2954.5
3472-QPRCH,0,40,8,Two year,No,25.25,1006.9,No,1006.9
8224-UAXBZ,0,58,4,One year,Yes,45.35,2540.1,No,2540.1
9610-WCESF,0,67,4,Two year,No,43.9,3097.2,No,3097.2
9776-CLUJA,1,51,4,Month-to-month,Yes,77.5,3807.35,Yes,3807.35
2486-WYVVE,0,31,7,One year,Yes,79.3,2484,No,2484
3865-ZYKAD,1,69,5,Month-to-month,Yes,84.9,5785.65,No,5785.65
1422-DGUBX,0,32,4,One year,Yes,79.25,2619.15,No,2619.15
2999-AANRQ,0,21,6,Two year,No,71.05,1524.85,No,1524.85
8668-KNZTI,0,52,4,One year,No,53.75,2790.65,No,2790.65
0480-KYJVA,0,72,8,Two year,No,24.25,1784.5,No,1784.5
6034-ZRYCV,0,72,5,Two year,Yes,54.2,3937.45,Yes,3937.45
9746-YKGXB,0,52,4,One year,No,44.25,2276.1,No,2276.1
3926-YZVVX,0,41,3,One year,No,50.05,2029.05,No,2029.05
6000-UKLWI,0,41,7,Two year,No,20.15,802.35,No,802.35
2079-FBMZK,0,6,2,Month-to-month,Yes,69.25,418.4,Yes,418.4
6332-FBZRI,0,67,7,One year,Yes,69.35,4653.25,No,4653.25
2096-XOTMO,0,16,7,Month-to-month,No,19.35,275.9,No,275.9
3266-FTKHB,0,17,7,Two year,No,19.15,343.45,No,343.45
8221-EQDGL,0,35,5,Month-to-month,No,61,2130.45,No,2130.45
2346-LOCWC,0,58,7,Two year,No,20.5,1191.4,No,1191.4
6608-QQLVK,0,1,3,Month-to-month,Yes,50.5,50.5,Yes,50.5
