Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
SG51792,Arizona,2753.159194,Basic,75277,Suburban,70,2,48,459.743736,Two-Door Car,35.61195953
DA73502,Oregon,2619.337376,Basic,78618,Urban,66,7,56,225.578841,Two-Door Car,46.84091196
UF81905,California,4867.378203,Basic,20123,Suburban,63,7,47,302.4,Four-Door Car,53.2732852
PL44132,Arizona,3061.799398,Extended,88362,Suburban,78,9,63,452.599718,Two-Door Car,61.26688604
DW72445,Oregon,3259.885006,Extended,52782,Suburban,85,20,61,541.093963,Four-Door Car,52.09508005
EE57466,Arizona,2397.036098,Basic,22283,Suburban,65,16,93,572.072106,Four-Door Car,54.39837592
QV86635,California,7427.501786,Extended,28848,Urban,96,22,54,450.596865,Two-Door Car,53.38192931
QW44380,Washington,2637.602689,Basic,54378,Suburban,66,16,30,316.8,Four-Door Car,60.51508508
IK66117,California,4969.35768,Basic,21827,Suburban,67,18,53,321.6,Four-Door Car,43.47543805
TD86744,Arizona,34611.37896,Basic,20090,Suburban,109,10,59,523.2,Sports Car,62.33533092
TX35222,Washington,11618.55713,Premium,27750,Suburban,297,28,25,1425.6,Luxury Car,38.56835506
PJ92694,California,4762.591249,Basic,57135,Urban,61,25,47,156.921247,Four-Door Car,54.42345814
YM88338,California,4879.442929,Basic,58580,Suburban,61,5,53,292.8,Four-Door Car,62.46921715
YN61339,Oregon,4330.38602,Premium,60475,Suburban,107,9,18,513.6,Four-Door Car,53.75820886
FP45327,Washington,9095.049868,Basic,37937,Suburban,116,11,42,556.8,SUV,54.23052183
IZ26849,Oregon,5524.310373,Basic,70360,Suburban,69,0,66,331.2,Two-Door Car,34.63353934
GX44284,California,2588.080213,Basic,47509,Rural,66,28,73,93.128128,Four-Door Car,57.54508373
LV14566,Nevada,7176.591051,Basic,27071,Suburban,183,1,85,878.4,Luxury Car,51.61669102
KQ50003,Arizona,27890.0576,Extended,46546,Urban,99,9,64,319.105565,Four-Door Car,62.84147477
IW87075,Arizona,7280.300642,Basic,32627,Rural,67,14,53,54.628741,Four-Door Car,53.85450498
NT19879,Arizona,4766.940473,Basic,29177,Suburban,64,5,20,307.2,Four-Door Car,55.44766823
SW98498,California,10439.49667,Extended,88233,Urban,88,32,22,253.056709,Four-Door Car,48.70073592
KT61396,California,3821.819872,Extended,79189,Rural,95,20,50,50.171541,Two-Door Car,51.79962337
GD56260,Oregon,2863.04871,Basic,41077,Rural,71,3,14,82.415457,Two-Door Car,38.34718627
YD45660,Arizona,9420.965855,Basic,47048,Suburban,118,0,37,566.4,SUV,53.68334069
XN50058,California,8767.626534,Premium,45484,Suburban,111,31,28,532.8,Four-Door Car,55.17908603
QO61775,California,4571.610619,Basic,79453,Rural,115,11,47,242.099049,SUV,47.47183627
PZ67684,Arizona,14514.00519,Basic,88753,Suburban,181,6,21,868.8,Luxury SUV,61.74228981
FL96333,Nevada,6243.089247,Extended,73945,Urban,78,21,76,330.872532,Two-Door Car,59.7271313
EI58541,Washington,2719.506996,Basic,14030,Suburban,72,11,3,345.6,Two-Door Car,41.00429258
WW68250,Oregon,2719.260911,Basic,81799,Suburban,68,23,97,326.4,Four-Door Car,38.46635266
XT19780,Oregon,4803.777507,Basic,23634,Suburban,62,4,25,440.189611,Two-Door Car,53.60470015
GO86980,Oregon,5169.558551,Basic,56334,Suburban,65,35,72,421.563772,Two-Door Car,43.90679347
ZB69355,Oregon,4082.704584,Basic,23206,Suburban,107,31,60,513.6,Sports Car,56.67223987
TM12486,Oregon,2959.950094,Extended,28140,Suburban,85,23,5,612,Four-Door Car,35.98446433
VW58299,California,12168.74492,Basic,14973,Suburban,115,2,75,828,SUV,52.9784143
RO25639,Nevada,5442.744248,Basic,25884,Urban,69,18,36,292.274846,Four-Door Car,48.86548148
JK35644,Oregon,3551.792574,Extended,11607,Urban,96,19,38,313.351134,Four-Door Car,50.17961114
DK69871,Nevada,24138.05975,Basic,53691,Urban,67,13,48,175.97506,Four-Door Car,60.89903044
OU43146,Oregon,15415.04407,Basic,89464,Suburban,194,17,40,1067.291208,Luxury SUV,49.91053768
KN47424,Oregon,5517.199137,Basic,60596,Urban,71,20,78,180.340069,Four-Door Car,31.71090586
ZX80668,Nevada,13448.80973,Basic,43720,Suburban,117,5,90,561.6,SUV,55.91235054
OI80614,California,6689.022728,Extended,56980,Suburban,84,33,70,599.000883,Two-Door Car,35.32546937
ZF81243,Nevada,4376.363592,Premium,63774,Rural,111,18,63,60.036683,Four-Door Car,52.24159803
XD19934,Oregon,10506.93706,Extended,61650,Rural,88,8,2,117.470445,Four-Door Car,42.59077163
TA77711,Oregon,8667.090494,Basic,31354,Suburban,109,11,23,527.759702,SUV,73.28453083
PS92059,California,5938.511892,Basic,44190,Rural,74,17,40,10.68564,Four-Door Car,53.00514207
TT19625,Nevada,15277.47796,Basic,38183,Suburban,191,21,14,981.010879,Luxury Car,55.96633387
EV95033,Oregon,2551.226692,Basic,79751,Suburban,63,15,67,392.235698,Two-Door Car,47.81426355
CI51999,Arizona,8161.1704,Basic,12266,Suburban,114,25,36,732.050007,SUV,52.52694188
HK96298,California,2784.969185,Basic,61807,Rural,70,0,96,104.209216,Four-Door Car,59.87946572
UO59377,Arizona,10083.48688,Extended,11828,Suburban,90,18,84,571.479602,Four-Door Car,59.85543358
OU99581,California,19363.52743,Basic,49945,Rural,70,21,65,50.40447,Four-Door Car,44.45871597
SN63066,Nevada,7154.094304,Basic,28204,Urban,182,30,84,532.089467,Luxury Car,33.55702546
DK92504,Arizona,8779.090552,Extended,54726,Suburban,219,30,69,1051.2,Luxury Car,36.8228587
DW72437,Oregon,2731.39917,Basic,43386,Urban,68,13,79,315.353519,Two-Door Car,47.97246359
TK38409,Nevada,2616.613903,Basic,72302,Suburban,66,6,27,316.8,Two-Door Car,55.42981657
OD89873,Arizona,8044.872393,Basic,71391,Urban,67,29,39,284.000172,Four-Door Car,65.36997436
KW41658,Arizona,2534.306443,Basic,21606,Suburban,71,21,22,340.8,Four-Door Car,52.84968326
UZ35113,California,10014.02955,Extended,74489,Rural,124,11,36,128.535182,SUV,42.30816699
HO81102,Washington,4745.181764,Basic,50549,Suburban,61,2,73,292.8,Four-Door Car,42.78801425
TK45392,California,5107.163002,Basic,35625,Urban,65,10,56,288.572108,Four-Door Car,54.24708068
JN78502,Washington,9384.654502,Basic,25370,Suburban,116,21,64,556.8,SUV,48.58785447
KZ60207,Arizona,5007.672425,Basic,51523,Suburban,62,31,0,297.6,Four-Door Car,60.79497333
BR50492,Arizona,49423.79557,Extended,85058,Urban,137,34,82,595.369784,SUV,53.88702365
AT29024,California,4892.628631,Basic,27005,Suburban,61,10,72,311.84034,Four-Door Car,52.61170189
NP23146,Arizona,5365.93282,Basic,62808,Urban,66,33,37,211.515893,Two-Door Car,51.51533289
SY48471,California,5163.838813,Basic,88692,Urban,64,29,26,253.193647,Four-Door Car,60.16824999
CE69971,Oregon,7403.447336,Extended,19064,Rural,98,23,35,136.248799,Four-Door Car,55.82814836
WY27579,Oregon,7229.329257,Extended,60345,Rural,93,22,10,36.105928,Two-Door Car,41.14034593
ZT87452,Oregon,3300.607083,Extended,59592,Rural,84,8,49,161.231812,Four-Door Car,43.21202683
JM35350,California,5505.167392,Basic,15648,Suburban,73,29,68,413.269261,Two-Door Car,55.5154929
PT40521,California,4334.064096,Extended,23904,Suburban,123,1,67,590.4,SUV,42.62000055
TN71469,Oregon,4349.104278,Basic,90893,Suburban,110,33,0,700.004018,SUV,55.54886213
LU37653,Oregon,10114.98621,Extended,74001,Urban,84,16,0,224.265232,Four-Door Car,61.08335935
QW40254,Oregon,5259.709581,Basic,28447,Suburban,67,20,99,321.6,Four-Door Car,68.34499527
MH76107,California,4013.945512,Basic,56586,Rural,100,33,86,121.928014,Sports Car,53.88887532
SF29524,Oregon,4518.782768,Basic,19186,Suburban,62,10,34,297.6,Four-Door Car,59.55432249
WT21922,Arizona,17738.2012,Basic,65348,Rural,110,35,58,134.120531,Sports Car,41.67176775
LT57545,California,5575.198201,Basic,18892,Rural,73,33,76,106.814987,Four-Door Car,44.70113888
MM97107,Oregon,32144.64957,Premium,19066,Suburban,103,5,61,494.4,Two-Door Car,63.63286452
PO26937,Oregon,8223.164916,Premium,95102,Rural,101,6,73,94.338814,Four-Door Car,52.7315233
GJ99406,Arizona,7462.926263,Extended,70263,Rural,93,30,66,7.345946,Two-Door Car,49.03256094
RO82935,Nevada,7028.940001,Basic,18120,Suburban,63,34,90,302.4,Two-Door Car,41.60053535
SC47383,Nevada,7406.882612,Basic,38169,Rural,62,18,82,71.678412,Four-Door Car,49.88588371
LV27997,Oregon,7582.113842,Basic,64801,Urban,64,23,19,268.471802,Four-Door Car,65.31888113
RJ32720,Arizona,10719.08467,Extended,86036,Suburban,90,8,20,501.26513,Four-Door Car,55.65704238
PZ95949,Arizona,3528.044252,Extended,31278,Suburban,92,24,95,441.6,Two-Door Car,62.8347428
GI25850,Arizona,17085.41462,Basic,20053,Rural,62,2,24,9.832575,Four-Door Car,50.10092351
QH60569,California,11955.39598,Extended,71587,Rural,99,1,74,133.103003,Two-Door Car,33.41343839
II27516,California,6366.225775,Extended,44368,Suburban,80,5,72,384,Two-Door Car,33.98537146
QI21338,Oregon,4669.22664,Premium,76157,Suburban,116,15,80,556.8,Two-Door Car,43.03957671
HG83893,Nevada,9100.731403,Basic,59183,Suburban,113,11,91,542.4,SUV,41.72313763
RN66346,California,14663.19646,Basic,91015,Rural,73,31,30,119.062347,Two-Door Car,55.38184035
RS53995,California,7529.863445,Basic,52774,Rural,66,16,26,78.452298,Two-Door Car,47.25308014
TD90177,Oregon,2647.519741,Basic,37876,Urban,69,13,15,300.056383,Four-Door Car,36.80983716
FP11025,California,8072.245595,Basic,57938,Urban,101,6,36,282.458203,SUV,59.62533311
SA62385,Oregon,7644.684144,Extended,26526,Suburban,99,0,86,523.701824,Four-Door Car,49.23848593
NL68893,California,2485.109896,Basic,76608,Rural,62,2,2,91.229768,Four-Door Car,45.56203585
RM31359,Oregon,3129.110699,Extended,48056,Suburban,78,15,92,374.4,Four-Door Car,55.92700208
WM19996,California,8349.523082,Basic,45428,Urban,109,2,46,487.273964,SUV,69.34032307
SU32452,Arizona,3241.588659,Extended,89196,Rural,81,17,52,41.182611,Four-Door Car,44.64329566
MZ79386,California,6925.182046,Extended,88893,Rural,86,5,63,72.86746,Four-Door Car,49.41171208
UV99893,Arizona,2885.407442,Basic,92722,Rural,72,34,45,28.126402,Two-Door Car,33.43457011
LD48189,Nevada,5979.724161,Extended,57693,Suburban,76,16,56,547.2,Four-Door Car,46.01014054
EK13316,Arizona,5416.413581,Basic,53249,Suburban,67,32,10,343.340361,Four-Door Car,73.03408259
FE82005,Oregon,2345.129694,Basic,26304,Suburban,63,22,93,302.4,Four-Door Car,58.28462436
PQ65328,Oregon,2839.298304,Basic,71460,Rural,74,11,77,93.951709,Four-Door Car,50.2407392
AA56476,Arizona,5595.389905,Basic,74454,Suburban,71,25,29,340.8,Four-Door Car,37.78876661
BL66157,California,3979.718986,Extended,96413,Suburban,99,3,78,560.045764,Four-Door Car,45.75558878
SN26999,Oregon,10925.82157,Extended,98542,Suburban,90,1,93,432,Two-Door Car,43.77361076
TS81548,Oregon,5669.974517,Basic,43416,Suburban,70,7,99,336,Four-Door Car,52.8427895
DY34902,Oregon,5168.152276,Basic,81182,Suburban,64,3,45,307.2,Four-Door Car,69.82560636
SX75100,Arizona,2760.476712,Basic,79065,Urban,69,13,24,290.886242,Four-Door Car,36.90505575
LZ98529,Arizona,10382.50368,Basic,11721,Suburban,102,2,56,560.91624,SUV,36.13157955
FM10372,California,3816.408655,Extended,82414,Rural,95,10,85,30.423443,Four-Door Car,43.77189692
QX54666,California,11172.49931,Basic,14533,Suburban,63,4,20,302.4,Four-Door Car,41.26316551
FH61723,California,7480.713618,Basic,52513,Rural,65,0,76,91.244938,Two-Door Car,44.44503792
GC81619,Oregon,4626.801093,Basic,79487,Suburban,114,20,87,547.2,SUV,63.44021105
BD84823,Oregon,12157.32992,Premium,57449,Suburban,103,6,28,494.4,Four-Door Car,52.1730775
EU78163,California,4792.509792,Basic,20181,Suburban,66,8,66,316.8,Four-Door Car,44.11963773
FD34314,Arizona,2821.352024,Basic,73339,Urban,71,0,61,244.401453,Four-Door Car,68.26596724
HS74723,Arizona,17441.6378,Extended,80969,Suburban,217,1,80,1041.6,Luxury SUV,49.75621871
LX27768,Oregon,4202.663699,Basic,74057,Suburban,105,12,75,632.244063,SUV,57.4140783
YB91420,Oregon,7851.349465,Basic,32225,Suburban,66,23,90,316.8,Four-Door Car,39.26206051
QA45054,Arizona,8932.317753,Basic,60909,Urban,112,8,94,412.106287,SUV,42.20253455
CO53758,California,5059.987477,Basic,70999,Suburban,63,5,70,305.603239,Four-Door Car,60.9732892
CW57656,Oregon,11196.01927,Extended,75457,Rural,93,0,79,151.572213,Four-Door Car,54.75057687
MR22119,Oregon,4430.572112,Basic,24059,Suburban,112,31,17,537.6,SUV,47.7288235
DI22093,California,10330.43794,Extended,56480,Urban,87,13,62,384.695536,Four-Door Car,47.22845653
PQ35034,Oregon,9918.69966,Basic,37586,Rural,63,29,90,153.489143,Two-Door Car,44.27798677
XB30904,Arizona,5876.373894,Basic,97026,Rural,73,30,66,97.417808,Two-Door Car,24.46614726
VF15321,Washington,2734.439188,Basic,54010,Suburban,69,5,89,331.2,Four-Door Car,53.26442438
LX71137,Arizona,3694.14876,Extended,87485,Suburban,92,12,57,441.6,Four-Door Car,48.09005991
SI35064,Washington,9521.676094,Basic,74583,Rural,118,31,20,161.210468,SUV,43.09982644
LD69905,Arizona,6431.736287,Extended,21238,Suburban,95,11,38,456,Four-Door Car,47.19254024
UA38043,California,2397.036098,Basic,22283,Suburban,65,16,93,572.072106,Four-Door Car,65.31323511
WM46083,Arizona,2393.813375,Basic,58237,Urban,63,34,22,273.691831,Two-Door Car,45.052949
GQ57207,California,2359.423599,Basic,19864,Suburban,63,22,96,352.394515,Four-Door Car,45.54631606
CQ80529,Oregon,4080.81891,Basic,57283,Urban,106,9,85,337.95778,SUV,54.45053348
UF36353,Oregon,10914.20446,Extended,71656,Rural,137,3,88,61.915326,SUV,38.09885592
TU27017,California,6625.28717,Extended,41460,Suburban,83,1,54,398.4,Four-Door Car,74.48200143
WS46887,Washington,20067.40315,Premium,85165,Urban,101,8,81,384.31404,Four-Door Car,46.05875596
PZ81131,California,4171.300175,Basic,36723,Suburban,106,13,18,580.091966,SUV,42.30990388
ZW79814,California,6689.022728,Extended,56980,Suburban,84,33,70,599.000883,Two-Door Car,67.22428538
KV79964,Arizona,9009.219409,Premium,32260,Suburban,113,8,99,601.124657,Four-Door Car,42.65178519
WE38399,California,4974.801539,Basic,75644,Suburban,65,5,68,467.803638,Two-Door Car,38.07103564
MI13678,Oregon,2506.197852,Basic,92056,Rural,62,21,1,89.398794,Four-Door Car,41.64917426
VA63861,California,4967.544169,Basic,28524,Suburban,62,26,45,297.6,Four-Door Car,63.2333751
UO40726,Oregon,3146.037899,Extended,28089,Suburban,82,11,72,411.856297,Two-Door Car,44.89957282
ZY49833,California,5963.174005,Basic,87020,Urban,74,6,84,331.116399,Four-Door Car,41.7396719
HZ47488,California,2860.747385,Basic,27907,Suburban,74,3,38,406.439436,Four-Door Car,54.29846859
LP51258,Oregon,2857.11061,Basic,91811,Urban,70,1,85,333.7925,Four-Door Car,48.67778975
LV82913,Oregon,5715.787663,Basic,69451,Urban,72,3,93,230.241775,Four-Door Car,64.23368111
OX53879,Arizona,5113.899098,Basic,92427,Rural,64,2,48,126.049033,Four-Door Car,46.09524059
CP27565,Oregon,12036.62051,Basic,44428,Suburban,104,17,61,499.2,SUV,64.0025308
LL56632,Oregon,8679.79601,Basic,55842,Suburban,109,4,26,703.118925,SUV,40.4116933
ZG88784,Oregon,4911.458509,Basic,52796,Suburban,62,6,17,297.6,Four-Door Car,38.09063578
FO78512,California,17429.87777,Basic,41775,Rural,109,11,80,104.672657,Sports Car,58.36237896
RS20615,California,5671.927479,Basic,34974,Urban,71,7,36,315.160937,Four-Door Car,61.11257245
HP77890,Washington,14413.37774,Basic,56457,Rural,73,27,68,138.460771,Four-Door Car,46.99021266
GE45663,Arizona,5217.513287,Basic,39854,Urban,66,6,4,261.930545,Two-Door Car,25.75445739
UW90223,California,2363.295991,Basic,27839,Suburban,65,20,54,312,Two-Door Car,48.70143984
LC58452,California,4655.605831,Basic,88240,Suburban,117,3,94,561.6,SUV,61.69154032
NG59515,California,10248.89802,Extended,52693,Suburban,129,1,0,619.2,SUV,46.60437283
AQ52711,Oregon,6897.505859,Premium,65337,Suburban,173,9,22,830.4,SUV,50.38148892
AU23837,Oregon,5010.37931,Basic,64014,Urban,63,26,27,295.871784,Four-Door Car,47.90387784
WW16329,Oregon,10208.92761,Extended,35482,Suburban,129,21,59,619.2,SUV,43.84328087
YN46118,Arizona,4961.574919,Basic,20951,Suburban,65,2,50,312,Four-Door Car,52.11252525
LX15904,Washington,2755.221411,Basic,39393,Suburban,70,24,56,405.883346,Four-Door Car,51.26023253
IN26765,Oregon,8271.906799,Basic,62912,Rural,69,9,89,168.358644,Two-Door Car,48.71513574
WR55560,California,5927.389227,Premium,33561,Rural,152,6,30,235.316581,Sports Car,53.16797477
JQ70222,Washington,8548.30415,Basic,53055,Suburban,112,30,30,537.6,SUV,47.18393302
EN97874,Oregon,6446.706674,Extended,55037,Suburban,80,20,88,481.823284,Four-Door Car,45.45142595
NM18924,Oregon,30286.68586,Basic,27587,Rural,103,14,34,241.141192,Sports Car,41.07353436
NZ98813,California,13840.16012,Basic,29658,Suburban,119,20,66,571.2,SUV,52.96543327
XJ65608,California,5391.775844,Basic,63633,Suburban,68,16,21,374.024077,Two-Door Car,23.94791281
HI71466,California,3847.352801,Extended,23459,Rural,96,17,19,185.070399,Four-Door Car,62.28937984
RO70057,Nevada,6369.262355,Extended,34498,Suburban,83,30,72,398.4,Two-Door Car,56.7835086
LT77960,Arizona,5316.7566,Basic,28559,Suburban,66,5,1,427.242973,Four-Door Car,52.10469477
FO13691,Oregon,5124.218174,Basic,73740,Urban,64,23,3,229.272206,Two-Door Car,58.10394406
YG37894,California,2594.905944,Basic,25925,Suburban,72,5,85,660.587577,Two-Door Car,57.60152367
SR24177,Nevada,5763.265424,Extended,31725,Rural,76,31,9,177.234,Two-Door Car,50.66501396
BS91742,Washington,18370.57004,Extended,49659,Suburban,234,31,15,1684.8,Luxury Car,39.29939665
UJ38473,California,21923.12272,Basic,81197,Rural,109,2,42,94.731199,Sports Car,47.51849448
BP54465,Arizona,10546.65545,Extended,43922,Rural,88,26,88,108.701381,Four-Door Car,55.1904112
YY12812,Nevada,8388.717011,Basic,87123,Rural,69,13,87,118.468275,Four-Door Car,40.16112435
CE17855,Oregon,3238.929524,Extended,68745,Suburban,80,5,42,473.613006,Four-Door Car,51.76466389
ZX50209,California,10960.93667,Extended,29815,Rural,95,35,18,76.175672,Four-Door Car,49.41278504
CZ84042,Oregon,2660.931663,Basic,53333,Rural,66,4,34,22.945038,Two-Door Car,44.40254813
QE21030,Washington,15483.52986,Basic,24661,Suburban,196,6,28,1961.162049,Luxury SUV,42.88360575
WP60679,Oregon,8940.579278,Basic,95351,Urban,111,31,74,406.48025,Sports Car,43.78507801
BZ47770,Washington,5083.789524,Basic,62088,Rural,64,6,28,73.258034,Two-Door Car,58.34778665
IJ28717,Oregon,32098.32209,Basic,31503,Suburban,105,17,74,504,SUV,37.31511222
XL78013,Oregon,22332.43946,Extended,49078,Suburban,97,10,3,484.013411,Four-Door Car,54.5302139
KN90631,Nevada,8560.162384,Basic,28120,Suburban,112,7,52,537.6,SUV,66.47253245
IE71278,California,2936.993695,Extended,44369,Urban,77,7,35,362.276183,Four-Door Car,49.21101658
VY76337,Washington,5112.104787,Basic,15131,Suburban,67,14,13,321.6,Four-Door Car,49.80385518
YC77374,California,5119.901412,Basic,26890,Suburban,65,28,37,312,Two-Door Car,51.11409022
FX78218,California,2494.869528,Basic,45855,Rural,62,0,26,0.887629,Four-Door Car,55.38178351
ZK11389,Oregon,23594.6802,Basic,76358,Rural,66,25,3,86.461582,Four-Door Car,41.8837221
MO82744,California,5656.203464,Basic,45586,Urban,72,17,20,203.42306,Four-Door Car,69.01957444
GG20671,Nevada,15673.13621,Extended,43267,Suburban,78,8,10,453.073096,Four-Door Car,63.51220301
ES82658,Oregon,6418.24871,Extended,46648,Rural,81,8,26,123.576765,Four-Door Car,44.9305373
SU44811,Oregon,3055.70113,Extended,42406,Rural,77,15,49,108.871857,Four-Door Car,39.1033966
AZ43057,California,5746.05593,Basic,50798,Rural,72,21,59,64.977867,Four-Door Car,50.95433551
XU56756,Oregon,23594.6802,Basic,76358,Rural,66,25,3,86.461582,Four-Door Car,43.07407326
TM24806,Oregon,6005.847375,Extended,13528,Suburban,86,21,35,412.8,Four-Door Car,46.39953193
CE10235,California,3409.677392,Extended,85023,Suburban,85,4,69,408,Four-Door Car,59.83019741
BM55732,Nevada,8337.194193,Basic,74460,Suburban,69,3,25,331.2,Two-Door Car,64.72938854
PC76141,Nevada,2346.675378,Basic,22932,Suburban,62,2,97,297.6,Four-Door Car,53.55565423
RV98208,Arizona,4991.035369,Basic,54189,Rural,62,11,84,29.035528,Two-Door Car,58.04744178
LJ21457,California,2879.505701,Basic,42247,Suburban,74,4,52,355.2,Two-Door Car,54.7113437
OX35378,Oregon,3155.45562,Extended,36706,Suburban,80,19,67,488.296267,Four-Door Car,40.73953448
VL95438,Arizona,5292.202092,Basic,67899,Suburban,66,5,31,316.8,Four-Door Car,30.1806349
QW88350,Washington,7618.442045,Basic,41900,Urban,63,0,34,170.496071,Four-Door Car,30.29124856
TM61357,Nevada,24610.78085,Extended,72786,Urban,76,10,9,363.845631,Four-Door Car,31.5195426
CP99334,Oregon,3142.81161,Extended,60108,Suburban,78,0,63,507.060901,Four-Door Car,39.93486836
AO20938,Arizona,32021.40422,Basic,31433,Suburban,100,5,23,635.020091,SUV,45.61019391
OY32548,Washington,5096.700181,Basic,27940,Rural,65,21,3,27.66775,Two-Door Car,63.62585097
XE36531,California,4889.609695,Extended,51246,Suburban,122,4,89,817.692013,SUV,56.87547996
SZ86381,Oregon,5112.570311,Basic,56587,Suburban,65,4,88,312,Four-Door Car,47.49075777
YY29772,Arizona,2725.322949,Basic,45025,Suburban,69,35,85,452.271771,Four-Door Car,56.74401466
MI81870,Arizona,15042.57658,Premium,22799,Suburban,190,10,75,912,SUV,49.01379471
QH27767,Oregon,5308.291752,Basic,82601,Urban,66,9,38,186.387874,Four-Door Car,56.69664787
IV54766,Oregon,19160.98994,Extended,22705,Suburban,239,19,59,1294.700423,Luxury SUV,55.92277826
HU54636,California,3791.549972,Extended,41212,Urban,95,13,27,405.443681,Four-Door Car,39.13928529
CB61335,California,6950.100195,Extended,21687,Suburban,88,10,68,603.100479,Four-Door Car,50.25607987
DL53457,California,4605.036646,Basic,22571,Suburban,63,29,51,302.4,Four-Door Car,32.37876513
YG68142,Oregon,5864.381825,Basic,72032,Suburban,72,10,73,438.149129,Four-Door Car,61.12060298
UI24036,Washington,15374.18296,Extended,42570,Urban,128,5,52,587.409205,SUV,57.88510205
LD63324,Arizona,3230.576665,Extended,62873,Urban,81,0,41,207.75186,Four-Door Car,48.16310788
LB29621,Oregon,9294.54951,Extended,21370,Rural,77,1,35,105.181202,Four-Door Car,51.82895892
XB43625,Arizona,2504.871709,Basic,66081,Rural,64,31,92,42.029731,Four-Door Car,41.99126785
FI65786,Oregon,7081.690974,Extended,93854,Suburban,87,18,41,417.6,Two-Door Car,37.24716965
ZC61874,Arizona,9560.049227,Extended,19429,Suburban,122,18,21,683.45551,SUV,47.45875028
QA66968,California,6756.062791,Extended,46879,Urban,86,3,62,324.944098,Four-Door Car,69.24400748
YQ98322,Oregon,5290.666331,Basic,36791,Suburban,68,26,62,326.4,Four-Door Car,61.75022849
EN27946,California,8391.133455,Premium,40211,Suburban,106,5,98,710.740743,Two-Door Car,50.92020438
GT18396,Arizona,21151.2328,Extended,48642,Rural,77,23,69,92.307736,Four-Door Car,44.09943709
KL43280,California,9264.32766,Premium,69063,Suburban,115,12,65,552,Two-Door Car,62.67027833
DB93245,Arizona,2853.600347,Basic,87455,Urban,71,10,46,329.238904,Four-Door Car,45.48014162
SN53710,Washington,6245.443568,Extended,80101,Suburban,79,16,8,442.9167,Four-Door Car,53.99908239
CT74097,Nevada,14789.61805,Extended,51817,Suburban,129,20,78,712.833284,SUV,46.69262771
HE20556,Arizona,5324.38786,Basic,31561,Suburban,68,8,62,326.4,Four-Door Car,62.40188225
RQ41621,Arizona,2862.729074,Basic,64640,Urban,73,5,94,327.912134,Four-Door Car,52.39597663
TB88830,California,8614.686004,Basic,64220,Rural,107,3,86,48.782626,SUV,60.03810975
LV94312,Oregon,4931.503095,Basic,33580,Suburban,62,17,77,315.326222,Four-Door Car,39.09558964
XX73066,Arizona,5261.101863,Basic,43318,Rural,66,35,28,48.936563,Four-Door Car,48.49567655
VN22337,California,3274.037562,Extended,83869,Urban,81,10,23,348.186032,Four-Door Car,59.46240641
BA19651,California,6134.38779,Extended,43875,Urban,78,18,33,289.468771,Four-Door Car,67.97147148
UX18122,Washington,3690.698916,Extended,59016,Suburban,92,3,65,441.6,Four-Door Car,45.72710996
HY46017,California,2776.772734,Basic,70793,Rural,69,32,1,62.625841,Four-Door Car,57.94470183
ZI95657,California,10972.06778,Extended,24164,Suburban,137,2,40,657.6,Sports Car,51.69518103
MK93363,Washington,4177.666255,Basic,29133,Suburban,104,27,76,499.2,Sports Car,33.23372118
UM26324,Washington,5838.89915,Basic,81082,Urban,73,5,85,281.295903,Four-Door Car,55.79750305
PN18863,California,5109.50079,Basic,21277,Suburban,66,1,42,316.8,Four-Door Car,53.34528615
BK76340,California,8278.716567,Extended,16924,Suburban,226,23,69,1084.8,Luxury SUV,53.44398309
QZ83992,California,8682.234653,Basic,10540,Suburban,115,33,76,552,SUV,54.29076116
GA86186,Oregon,3230.576665,Extended,62873,Urban,81,0,41,207.75186,Four-Door Car,52.35594261
ZM24497,California,17019.1929,Extended,98623,Suburban,211,17,69,1012.8,Luxury SUV,57.13005334
EY97047,Oregon,2647.519741,Basic,37876,Urban,69,13,15,300.056383,Four-Door Car,59.49708857
NW14895,Arizona,12883.11573,Basic,77469,Suburban,109,2,98,757.170246,SUV,44.27883278
KS42294,California,20930.05217,Basic,30535,Rural,66,22,18,94.142294,Four-Door Car,61.77826314
XK10881,Oregon,4836.892172,Basic,39310,Rural,61,5,89,93.181865,Four-Door Car,52.96228658
LC20778,Nevada,18745.39592,Extended,27229,Suburban,99,20,9,475.2,Four-Door Car,53.29466131
LH87004,Washington,17367.52612,Basic,41418,Suburban,112,17,80,537.6,SUV,37.87753489
SZ17657,Oregon,9012.922138,Basic,67840,Rural,112,34,56,83.240006,SUV,45.96855542
RF73080,Oregon,5926.729379,Extended,23091,Suburban,96,28,90,460.8,Four-Door Car,61.13773729
QA69109,Arizona,5453.709172,Basic,69468,Urban,67,2,3,302.733593,Four-Door Car,42.57033345
FK85203,California,9106.867749,Basic,74143,Suburban,114,1,61,547.2,SUV,39.42312958
ET44462,Arizona,5013.136429,Extended,65165,Suburban,126,14,18,604.8,SUV,57.41746633
SK27185,California,6672.05628,Premium,50537,Rural,165,10,35,60.005031,SUV,44.67175629
JW87443,Oregon,6521.368813,Extended,72608,Suburban,82,26,19,393.6,Four-Door Car,49.59904618
OM37610,Nevada,13024.22378,Premium,26312,Suburban,110,29,19,565.837664,Four-Door Car,60.65829963
